ID Producto,SKU,Nombre,Descripcion,Tamano Unidad,Medida Unidad,ID Presentación,Unidades por Paquete,Unidades por Presentación,Costo por Paquete,Costo Unitario,Moneda,ID Barcode,Codigo de Barras,Precio de Venta
575,PEP-GAT-500-ML-F1A4,"Gatorade Naranja, 500 ml","Gatorade Naranja, 500 ml",500.00,ML,399,12,12,"35000,00",2916.67,COP,186,7702192218050,37000
576,AJE-PUL-MAN-400-ML-BF7E,"Jugo Pulp Nectar de Manzana, 400 ml","Jugo Pulp Nectar de Manzana, 400 ml",400.00,ML,400,12,12,"24000,00",2000.00,COP,187,7708092371512,26000
577,PEP-GAT-FRU-TRO-500-ML-32BD,"Gatorade Frutos Tropicales, 500 ml","Gatorade Frutos Tropicales, 500 ml",500.00,ML,401,12,12,"35000,00",2916.67,COP,188,7702192422051,37000
578,PEP-GAT-BLU-ICE-500-ML-BA36,"Gatorade Blue Ice, 500 ml","Gatorade Blue Ice, 500 ml",500.00,ML,402,12,12,"35000,00",2916.67,COP,189,7702192736455,37000
579,AJE-PUL-NEC-PER-400-ML-61E7,"Jugo Pulp Nectar de Pera, 400 ml","Jugo Pulp Nectar de Pera, 400 ml",400.00,ML,403,12,12,"24000,00",2000.00,COP,190,7709858744663,26000
581,BON-SUA-1-LT-3300,"Suavizante Bona Ropa Manzana, 1 lt","Suavizante Bona Ropa Manzana, 1 lt",1.00,LT,405,12,12,"45000,00",3750.00,COP,192,7700304507962,47000
582,MIR-GAT-ADU-1-KG-FCF8,"Gatarina Mirringo para Gatos Adultos, 1 kg","Gatarina Mirringo para Gatos Adultos, 1 kg",1.00,KG,,20,20,"180000,00",,COP,193,7703090732433,185000
583,BON-JAB-POL-1-KG-56C7,"Detergente en Polvo Bona Ropa, 1 kg","Detergente en Polvo Bona Ropa, 1 kg",1.00,KG,407,20,20,"93000,00",4700.00,COP,194,7700304812974,95000
584,REN-PAP-DUO-16-UND-6787,"Papel Rendy Duo, 1 X 2","Papel Rendy Duo, 1 X 2",2.00,UND,408,16,16,"24000,00",1500.00,COP,195,7700304274529,26000
585,PRO-HEA-&-SHO-18-ML-7116,"Shampoo Head & Shoulders Saschet, 18 ml","Shampoo Head & Shoulders Saschet, 18 ml",12.00,UND,,1,1,"8800,00",,COP,196,7501007492568,9500
586,OSB-CEP-BAS-1-UND-0185,CEPILLO BAA‘O CON BASE,CEPILLO CON BASE ,1.00,UND,410,12,12,"54000,00",4500.00,COP,197,7707305120213,58000
587,TRA-COL-AMA-1-UND-5738,Trapo Coleto Amarillo,Trapo Coleto Amarillo,1.00,UND,411,12,12,"44000,00",3916.67,COP,,,48000
588,BAB-PAN-XG-60-UND-C2CC,"Panales Babysec Etapa 4 XG, 1 X 60","Panales Babysec Etapa 4 XG, 1 X 60",60.00,UND,,6,6,"325000,00",,COP,198,7707199340865,332000
589,ALA-ESC-1-UND-0185,ESCOBA ALASKA,ESCOBA ALASKA ,1.00,UND,413,12,12,"85000,00",7000.00,COP,199,7708920790966,89000
590,DAN-ESC-SUP-1-UND-EE53,ESCOBA SUPER DANA DURA,ESCOBA SUPER DANA DURA,1.00,UND,414,12,12,"94000,00",7750.00,COP,200,7708781552116,98000
591,DAL-ESC-SUP-1-UND-B7B3,ESCOBA SUPER DALIA DUO,ESCOBA SUPER DALIA ,1.00,UND,415,12,12,"60000,00",5041.67,COP,215,23,64000
592,OSB-CEP-PLA-1-UND-2792,CEPILLO PLANCHITA ,CEPILLO PLANCHITA ,1.00,UND,416,12,12,"24000,00",1958.33,COP,212,20,27000
593,OSB-ESC-DUR-HAR-1-UND-2A22,ESCOBA DURA HARAGN OSBE ,ESCOBA DURA HARAGAN OSBE ,1.00,UND,417,12,12,"70000,00",6363.64,COP,214,22,74000
594,OSB-ESC-DUR-1-UND-7765,ESCOBA DURA OSBE SEMIZULIA ,ESCOBA DURA OSBE SEMIZULIA ,1.00,UND,418,12,12,"70000,00",5833.33,COP,213,21,74000
595,OSB-ECO-IND-1-UND-2A2F,ECOBA INDUSTRIAL ,ESCOBA INDUSTRIAL,1.00,UND,419,12,12,"95000,00",7750.00,COP,,,98000
596,OSB-RAS-GRA-1-UND-8D28,RASTRILLO GRANDE ,RASTRILLO GRANDE ,1.00,UND,420,12,12,"80000,00",6666.67,COP,216,24,84000
597,OSB-REC-ECO-1-UND-3169,RECOGEDOR ECONOMICO ,RECOGEDOR ECONOMCO ,1.00,UND,421,12,12,"35000,00",2833.33,COP,218,26,38000
598,OSB-COL-ROJ-COP-1-UND-1D1E,COLETO ROJO COPA 500,COLETO ROJO COPA 500,1.00,UND,422,12,12,"70000,00",5833.33,COP,217,25,74000
599,AJE-AGU-VID-GAS-1-UND-824C,"Agua Vida sin Gas, 620 ml","Agua Vida sin Gas, 620 ml",620.00,ML,423,24,24,"15000,00",750.00,COP,201,7707244560323,17000
600,JET-AGU-MAG-1-UND-C3C7,"Agua Magistral, 1 lt","Agua Magistral, 1 lt",1.00,LT,424,8,8,"15000,00",1875.00,COP,203,7709362105844,17000
601,MAR-CRE-ARR-450-GR-2778,"Crema de Arroz Mary, 450 gr","Crema de Arroz Mary, 450 gr",450.00,GR,425,24,24,"21,62",0.90,USD,202,7591473006734,60000
602,PRO-SHA-PAN-RES-18-ML-0D14,"Shampoo Pantene Restauracion Saschet, 18 ml","Shampoo Pantene Restauracion Saschet, 18 ml",12.00,UND,426,1,1,"8800,00",9500.00,COP,205,7500435108294,9500
606,ZEX-ARR-MIS-1-KG-4D98,"Arroz Misifu, 1 kg","Arroz Misifu, 1 kg",1.00,KG,430,20,20,"65000,00",3250.00,COP,219,7593076000447,70000
607,DIM-ATU-PAC-ACE-175-GR-4BB5,"Atun Pacifico Aceite, 175 gr","Atun Pacifico Aceite, 175 gr",175.00,GR,431,48,48,"135000,00",2812.50,COP,220,7862119502461,138000
608,CAP-SAL-KET-1-UND-B2D2,"Salsa de Tomate Capri, 397 gr","Salsa de Tomate Capri, 397 gr",397.00,GR,,24,24,"110000,00",,COP,221,7591151513011,115000
609,GIG-BOR-POL-G-1-UND-0830,"Talco Borocanfor en Polvo, 60 gr","Talco Borocanfor en Polvo, 60 gr",1.00,UND,433,12,12,"19000,00",1625.00,COP,223,75930516,23000
610,SAV-CHO-CAR-AVE-1000-GR-AE54,"Chocolate Carre Avellana, 100 gr X 10","Chocolate Carre Avellana, 100 gr X 10",10.00,UND,434,1,1,"38,61",38.62,USD,224,7591016152102,95000
611,SAV-CAR-AVE-S-25-GR-D467,"Chocolate Carre Avellana, 25 gr X 16","Chocolate Carre Avellana, 25 gr X 16",16.00,UND,435,1,1,"17,81",17.81,USD,225,7591016150306,56000
612,SAV-TOR-FRE-1-UND-357F,"Chocolate Toronto Fresa, 1 X 35","Chocolate Toronto Fresa, 1 X 35",35.00,UND,436,1,1,"16,78",16.76,USD,232,7591016855713,46000
613,SAV-CHO-NES-ESP-1-UND-E5E1,"Chocolate Nestle Especialidades, 1 X 15","Chocolate Nestle Especialidades, 1 X 15",15.00,UND,438,1,1,"6,45",6.47,USD,234,7613039352151,20000
614,COL-MAX-S-10-UND-0B1C,"Galleta Maxicoco, 460 gr","Galleta Maxicoco, 460 gr",10.00,UND,,1,1,"10000,00",,COP,237,7702011046949,12000
615,SUP-ACE-90-ML-34E1,ACEITE SUPER 3 EN 1,ACEITE 3 SUPER 1,90.00,ML,,12,12,"26000,00",,COP,238,27,30000
616,ZEX-ISO-PAL-1-UND-FD01,"Hisopos, 1 X 1","Hisopos, 1 X 1",1.00,UND,441,1,1,"19000,00",19000.00,COP,239,8809058410135,22000
617,GIG-COR-PIN-1-UND-40AB,"Cortacuticula / Pinza, 1 X 1","Cortacuticula / Pinza, 1 X 1",1.00,UND,442,1,1,"3500,00",3500.00,COP,240,6971760270221,4000
618,POL-HAR-PAN-SEM-500-GR-C51A,"Harina Semillas Nutritivas, 500 gr","Harina Semillas Nutritivas, 500 gr",500.00,GR,443,12,12,"27,30",2.28,USD,241,7591002200190,75000
619,POL-JAB-LLA-BEB-160-GR-00D2,"Jabon en Barra Las Llaves Bebe, 160 gr","Jabon en Barra Las Llaves Bebe, 160 gr",160.00,GR,,48,48,"32,00",,USD,242,75923815,102000
620,ZEX-PEG-A-B-40-ML-75A1,PEGA A Y B ,PEGA A Y B ,39.90,ML,445,12,12,"58000,00",5000.00,COP,243,9781234567897,62000
621,SUP-VIT-RUB-G-30-GR-28F6,"Vital Rub, 30 gr","Vital Rub, 30 gr",30.00,GR,446,12,12,"18000,00",1500.00,COP,244,7708904854868,20000
622,ZEX-ALC-PAS-32-UND-A9F8,"Alcanfor, 1 X 32 ","Alcanfor, 1 X 32 ",32.00,UND,447,1,1,"30000,00",30000.00,COP,245,naft'1041,34000
623,ZEX-AFE-DOR-X-100-UND-7CA5,"Afeitadora Dorco, 5 X 20","Afeitadora Dorco, 5 X 20",1.00,UND,,1,1,"58000,00",,COP,329,8801038562421,60000
625,ZEX-ENC-GLO-LIN-1-UND-2FE7,ENCENDEDORES GLOBAL /LINTERNA ,ENCENDEDORES GLOBAL ,1.00,UND,450,1,1,"10000,00",10500.00,COP,248,7709219592216,11500
626,ZEX-PEI-SAC-PIO-1-UND-CA58,"Peine Saca Piojos, 1 X 12","Peine Saca Piojos, 1 X 12",12.00,UND,,1,1,"3750,00",,COP,249,28,5000
627,ZEX-BOM-HK-W-100-UND-5EE1,BOMBILLOS HK 100 W,BOMBILLOS HK 100 W,100.00,UND,452,10,10,"95000,00",10200.00,COP,250,4050300046501,100000
628,ZEX-PLA-BER-ESP-1-UND-D367,"Plagatox Espiral, 1 X 10 ","Plagatox Espiral, 1 X 10 ",10.00,UND,453,60,60,"120000,00",2266.67,COP,251,6949147784739,150000
629,ZEX-SET-MAN-1-UND-285A,"Set para Manicure, 1 X 1","Set para Manicure, 1 X 1",1.00,UND,454,6,6,"7000,00",9000.00,COP,252,5123556567799,8000
630,OSB-ESC-IND-1-UND-7381,ESCOBA INDUSTRIAL ,ESCOBA INDUSTIAL,1.00,UND,455,12,12,,7750.00,,253,29,
631,ZEX-REF-MAX-SUR-400-ML-B4E4,"Refresco Maxi Surtido, 400 ml","Refresco Maxi Surtido, 400 ml",400.00,ML,456,24,24,"25000,00",1041.67,COP,255,7705518010390,26500
632,ZEX-HID-BLU-640-ML-7E37,"Suro Hidralyte Blue Berry, 640 ml ","Suro Hidralyte Blue Berry, 640 ml ",640.00,ML,457,24,24,"86000,00",3583.33,COP,256,7702354959326,88000
633,ZEX-HID-MAR-640-ML-12B8,"Suero Hidralyte Maracuya, 640 ml","Suero Hidralyte Maracuya, 640 ml",640.00,ML,458,24,24,"86000,00",3583.33,COP,257,7702354959302,88000
634,ZEX-HID-FRE-KIW-640-ML-C808,"Suero Hidralyte Fresa Kiwi, 640 ml","Suero Hidralyte Fresa Kiwi, 640 ml",640.00,ML,459,24,24,"86000,00",3583.33,COP,258,7702354959319,88000
635,GEN-FAB-180-ML-2912,"Desinfectante Fabuloso Lavanda, 180 ml","Desinfectante Fabuloso Lavanda, 180 ml",180.00,ML,460,72,72,"105000,00",1472.22,COP,259,7509546683263,110000
636,ROS-PAP-PLU-242.2-ML-9C06,"Papel Rosal Plus 600 Hojas Amarillo, 1 X 4","Papel Rosal Plus 600 Hojas Amarillo, 1 X 4",4.00,UND,461,12,12,"37,79",3.15,USD,260,7591098800281,99000
637,GEN-SAL-REF-1-KG-E08A,"Sal Refisal, 1 kg","Sal Refisal, 1 kg",1.00,KG,462,20,20,"50000,00",2500.00,COP,261,7703812101202,53000
638,ZEX-CHO-COR-450-GR-8D81,"Chocolate Corona, 450 gr","Chocolate Corona, 450 gr",450.00,GR,,1,1,"14000,00",,COP,262,7702007084535,15000
640,ZEX-ESC-MAX-HOG-1-UND-E2A5,ESCOBA MAX HOGAR CON PALO,ESCOBA MAX HOGAR CON PALO ,1.00,UND,464,15,15,"46,59",3.11,USD,263,CMMCG0311,126000
641,ZEX-CRE-ARR-POL-450-GR-2522,"Crema de Arroz Polly, 450 gr","Crema de Arroz Polly, 450 gr",450.00,GR,465,12,12,"15,37",1.28,USD,264,7591112004435,45000
642,ZEX-CRE-ARR-POL-900-GR-C364,"Crema de Arroz Polly, 900 gr","Crema de Arroz Polly, 900 gr",900.00,GR,466,12,12,"24,25",02.02,USD,265,75911152004039,68000
650,BRI-LIM-KIN-1000-ML-4F2D,"Desinfectante Brilla King Manzana y Canela, 1 lt ","Desinfectante Brilla King Manzana y Canela, 1 lt ",1.00,LT,474,12,12,"34000,00",2750.00,COP,277,7700304925643,36000
651,BRI-LIM-BIC-1000-ML-97FE,"Desinfectante Brilla King Bicarbonato, 1 lt","Desinfectante Brilla King Bicarbonato, 1 lt",1.00,LT,475,12,12,"34000,00",2750.00,COP,278,7700304882441,36500
652,FRU-JUG-MAN-250-ML-F5CD,"Jugo Fruttsi Mango, 250 ml","Jugo Fruttsi Mango, 250 ml",250.00,ML,476,24,24,"18000,00",750.00,COP,279,7701999358778,19500
653,FRU-JUG-TRO-250-ML-3A94,"Jugo Fruttsi Frutas Tropicales, 250 ml ","Jugo Fruttsi Frutas Tropicales, 250 ml ",250.00,ML,477,24,24,"18000,00",750.00,COP,280,7701999000615,19500
654,CAP-VIN-500-ML-C00A,"Vinagre Capri, 500 ml","Vinagre Capri, 500 ml",500.00,ML,478,24,24,"22,17",0.94,USD,281,7591151013221,76000
655,CAP-VIN-1000-ML-D29D,"Vinagre Capri, 1 lt","Vinagre Capri, 1 lt",1.00,LT,479,12,12,"17,18",1.46,USD,282,7591151013238,66000
656,CAP-PAS-COD-500-GR-993C,"Pasta Corta Capri Premium Codito, 500 gr","Pasta Corta Capri Premium Codito, 500 gr",500.00,GR,480,12,12,"12,87",01.07,USD,283,7591151052176,36000
657,CAP-PAS-PLU-500-GR-2D9D,"Pasta Corta Capri Premium Plumita, 500 gr","Pasta Corta Capri Premium Plumita, 500 gr",500.00,GR,481,12,12,"12,87",01.07,USD,284,7591151052138,36000
658,CAP-PAS-CAR-500-GR-ED26,"Pasta Corta Capri Premium Caracol, 500 gr","Pasta Corta Capri Premium Caracol, 500 gr",500.00,GR,482,12,12,"12,87",01.07,USD,285,7591151052206,36000
659,CAP-PAS-RIG-500-GR-1684,"Pasta Corta Capri Extra Especial Rigatoni, 500 gr","Pasta Corta Capri Extra Especial Rigatoni, 500 gr",500.00,GR,483,12,12,"12,87",0.99,USD,286,7591151412147,36000
660,MON-AZU-MOR-1000-GR-9F26,"Azucar Morena Montalban, 1 kg","Azucar Morena Montalban, 1 kg",1.00,KG,484,10,10,"80000,00",8000.00,COP,289,7591357000261,84000
661,HEI-COM-FRU-TRO-186-GR-868D,"Compota Heinz Frutas Tropicales, 186 gr","Compota Heinz Frutas Tropicales, 186 gr",186.00,GR,486,24,24,"18,98",0.79,USD,291,7591112158930,56000
662,HEI-COM-POS-186-GR-EA81,"Compota Heinz Postre de Frutas, 186 gr","Compota Heinz Postre de Frutas, 186 gr",186.00,GR,68,24,24,"18,98",0.79,USD,292,7591112158947,56000
663,SIN-PAS-PRE-1-KG-1CC1,"Pasta Corta Sindoni Premium Caracol, 1 kg","Pasta Corta Sindoni Premium Caracol, 1 kg",1.00,KG,69,12,12,"22,66",1.89,USD,293,7591674000067,60000
664,GEN-DET-POL-ARI-800-GR-CC37,"Detergente en Polvo Ariel, 800 gr","Detergente en Polvo Ariel, 800 gr",800.00,GR,,15,15,"53,00",,USD,297,7500435250962,142000
665,GEN-SER-MIM-Z-1-UND-A15C,Servilleta Mimlot Tipo Z,Servilleta Mimlot Tipo Z,1.00,UND,71,,,,18.48,,298,7599963000101,
666,GEN-SER-DIE-X-1-UND-A843,Servilleta 10 de Diez,Servilleta 10 de Diez,1.00,UND,,30,30,"63000,00",,COP,299,7704269661561,68000
667,GEN-PAP-FAM-ACO-4-UND-4238,"Papel Familia AcolchaMax Extra Grande, 1 X 4","Papel Familia AcolchaMax Extra Grande, 1 X 4",4.00,UND,73,1,1,"7000,00",1.40,COP,300,7702026148560,8000
668,GEN-JAB-COC-PRE-1-UND-D4CE,Jabón Coco Prendas Delicadas,Jabón Coco Prendas Delicadas,1.00,UND,74,1,1,"1666,00",01.01,COP,301,7702310018364,2000
669,GEN-JAB-COC-PRE-1-UND-EDD2,"Jabón Coco Prendas de Bebé, 180gr","Jabón Coco Prendas de Bebé, 180gr",1.00,UND,75,1,1,"1666,00",01.01,COP,302,7702310018395,2000
670,GEN-JAB-SUP-ROM-200-GR-A9E4,"Jabón Super Rombo, 200 gr ","Jabón Super Rombo, 200 gr ",200.00,GR,76,25,25,"32000,00",1.40,COP,303,7702826100508,34000
671,GEN-JAB-LE-FRA-100-GR-FA4A,"Jabón Le Fragance, 100 gr ","Jabón Le Fragance, 100 gr ",100.00,GR,,72,72,"92000,00",,COP,304,7702310024006,98000
673,BRI-JAB-LIQ-500-ML-3EE7,"Jabón Liquido Brilla King Limón, 500 ml","Jabón Liquido Brilla King Limón, 500 ml",500.00,ML,499,24,24,"62000,00",0.00,COP,305,7700304528806,68000
674,NES-LEC-CON-395-GR-AF86,"Leche Condensada Nestle, 395 gr ","Leche Condensada Nestle, 395 gr ",395.00,GR,500,48,48,"151,68",0.00,USD,306,7891000107263,384000
675,NES-CRE-LEC-300-GR-2C8A,"Crema de Leche Nestle, 300 gr ","Crema de Leche Nestle, 300 gr ",300.00,GR,,48,48,"155,00",,USD,307,7891000005422,336000
676,IDE-ACE-VEG-1-LT-912B,"Aceite Ideal Vegetal, 1 lt","Aceite Ideal Vegetal, 1 lt",1.00,LT,,12,12,"74000,00",,COP,308,7709535305194,76000
677,CAR-VIN-1-LT-DA00,"Vinagre Cárdenas, 1 lt","Vinagre Cárdenas, 1 lt",1.00,LT,,12,12,"34000,00",,COP,309,116992263738459,40000
678,GEN-ACE-COP-VEG-850-ML-AC0C,"Aceite Coposa Vegetal, 850 ml ","Aceite Coposa Vegetal, 850 ml ",850.00,ML,,12,12,,,,310,7591058001024,
679,HEI-VIN-500-ML-501B,"Vinagre Heinz, 500 ml","Vinagre Heinz, 500 ml",500.00,ML,,24,24,"27,03",,USD,311,7591112015059,76000
680,GEN-ARV-VER-RIN-500-GR-95AE,"Arveja Verde Rincón, 500 gr","Arveja Verde Rincón, 500 gr",500.00,GR,,25,25,"45000,00",,COP,312,7709668923364,48000
681,LAT-LEC-POL-1-KG-861B,"Leche en Polvo Latti Entera, 1 kg","Leche en Polvo Latti Entera, 1 kg",1.00,KG,,24,24,"523000,00",,COP,313,7700304160594,540000
682,ARO-CAF-500-GR-FDDA,"Café Aroma, 500 gr","Café Aroma, 500 gr",500.00,GR,,24,24,"306000,00",,COP,314,7702088343897,310000
683,GEN-CAF-SEL-ROJ-450-GR-F7D3,"Café Sello Rojo Tradicional, 450 gr","Café Sello Rojo Tradicional, 450 gr",450.00,GR,,24,24,"645000,00",,COP,315,7322032115648,672000
684,CHA-GAL-CHO-192-GR-3D53,"Galleta Charmy Chocolate, 192 gr","Galleta Charmy Chocolate, 192 gr",192.00,GR,,24,24,"26,40",,USD,105,7591164000058,75000
685,GEN-DET-ARR-LIM-1-KG-E993,"Detergente Arras Limón, 1 kg","Detergente Arras Limón, 1 kg",1.00,KG,,20,20,"81000,00",,COP,317,7707271382233,83000
686,GEN-DET-ARR-FLO-1-KG-8FB2,"Detergente Arras Floral, 1 kg","Detergente Arras Floral, 1 kg",1.00,KG,,20,20,"81000,00",,COP,318,7707271380383,83000
687,GEN-PAN-29-GR-9996,"Panelada, 29 gr","Panelada, 29 gr",29.00,GR,,160,160,"165000,00",,COP,319,7702354958664,195000
688,GEN-CEP-DIE-SUP-12-UND-00C4,"Cepillo de Dientes Super+, 1 X 12","Cepillo de Dientes Super+, 1 X 12",12.00,UND,,1,1,"16000,00",,COP,320,123,18000
689,MAR-HAR-TRI-1-KG-6225,"Harina de Trigo Mary Leudante, 1 kg ","Harina de Trigo Mary Leudante, 1 kg ",1.00,KG,,20,20,"24,00",,USD,321,145,68000
690,GEN-CAF-GOU-KIW-200-GR-7195,"Café Gourmet Kiwa, 200 gr","Café Gourmet Kiwa, 200 gr",200.00,GR,,25,25,"190000,00",,COP,322,7598340000024,200000
691,SAV-CHO-LEC-10-UND-34C9,"Chocolate Savoy Leche, 1 X 10","Chocolate Savoy Leche, 1 X 10",10.00,UND,,1,1,"15000,00",,COP,323,7591016155691,16000
692,GEN-HAP-BAL-X-111-UND-E230,"Happy Ballons, 1 X 111","Happy Ballons, 1 X 111",111.00,UND,,1,1,"3500,00",,COP,324,9070902290008,4000
693,GEN-LEC-POL-CUE-1-KG-A1D7,"Leche en Polvo La Cuesta Entera, 1 kg","Leche en Polvo La Cuesta Entera, 1 kg",1.00,KG,,10,10,"217000,00",,COP,325,7704269708495,220000
694,GEN-DET-BON-ROP-3-KG-8869,"Detergente Bona Ropa Xtra Tech, 3 kg ","Detergente Bona Ropa Xtra Tech, 3 kg ",3.00,KG,,6,6,"114000,00",,COP,326,7708276719017,120000
695,GEN-ESC-JUG-X-12-UND-C374,"Escoba Jugueplast, 1 X 12","Escoba Jugueplast, 1 X 12",12.00,UND,,12,12,"20,00",,USD,327,18641050461,75000
696,GEN-PAN-BAB-ETA-100-UND-E108,"Panales Babysec Etapa 2 M, 1 X 100","Panales Babysec Etapa 2 M, 1 X 100",100.00,UND,,1,1,"89000,00",,COP,328,7709085938446,95000
697,GEN-AFE-DOR-X-50-UND-16F5,"Afeitadora Dorco, 2 X 50 ","Afeitadora Dorco, 2 X 50 ",50.00,UND,,50,50,"22000,00",,COP,,,24000
698,CAR-ATU-FOR-170-GR-08D5,"Atun Carlo Forte Agua, 170 gr","Atun Carlo Forte Agua, 170 gr",170.00,GR,,48,48,"212000,00",,COP,330,6587,220000
699,GEN-ATU-ROB-115-GR-8999,"Atún Robinson, 115 gr 1 X 48","Atún Robinson, 115 gr ",1.00,UND,,48,48,"134000,00",,COP,331,587,138000
700,GEN-PAP-HIG-SED-12-UND-86BA,"Papel Higienico Sedita 400 Hojas, 1 X 4","Papel Higienico Sedita 400 Hojas, 1 X 4",12.00,UND,,12,12,"21,80",,USD,332,2587,61000
701,GEN-CUB-CAL-GAL-48-UND-6F7D,"Cubito de Caldo de Gallina Doña Gallina, 1 X 48","Cubito de Caldo de Gallina Doña Gallina, 1 X 48",48.00,UND,,24,24,"360000,00",,COP,333,7702354949785,372000
703,NAT-JAB-LIQ-500-ML-8A15,"Jabón Liquido Natural Feeling Hierbas Aromáticas, 500 ml","Jabón Liquido Natural Feeling Hierbas Aromáticas, 500 ml",500.00,ML,,21,21,"76000,00",,COP,335,7700304699742,80000
704,NAT-JAB-LIQ-500-ML-3836,"Jabón Liquido Natural Feeling Vainilla y Arándanos, 500 ml","Jabón Liquido Natural Feeling Vainilla y Arándanos, 500 ml",500.00,ML,,21,21,"76000,00",,COP,336,7700304591718,80000
705,NAT-JAB-LIQ-500-ML-29AE,"Jabón Liquido Natural Feeling Avena y Coco, 500 ml","Jabón Liquido Natural Feeling Avena y Coco, 500 ml",500.00,ML,,21,21,"76000,00",,COP,337,7700304463602,80000
706,GEN-AZU-REA-1-KG-5E58,"Azúcar Real, 1 kg","Azúcar Real, 1 kg",1.00,KG,532,25,25,"86000,00",3440.00,COP,338,7709527874011,90000
707,LAT-CRE-LEC-200-ML-6A8D,"Crema de Leche Latti, 200 ml ","Crema de Leche Latti, 200 ml ",200.00,ML,,60,60,"142000,00",,COP,339,7700304732357,148000
708,BRI-DES-KIN-1-LT-5C1F,"Desinfectante Brilla King Citronela, 1 lt","Desinfectante Brilla King Citronela, 1 lt",1.00,LT,534,12,12,"35000,00",2916.67,COP,340,7700304675548,37000
709,GEN-CER-NES-TRI-225-GR-4D4E,"Cereal Nestum Trigo y Miel, 225 gr","Cereal Nestum Trigo y Miel, 225 gr",225.00,GR,,24,24,"100,69",,USD,341,7591016204825,312000
710,MAG-CUB-POL-20-GR-254E,"Cubito de Pollo Maggi, 20 gr","Cubito de Pollo Maggi, 20 gr",20.00,GR,536,1,1,"0,19",0.19,USD,342,8546,15000
711,GEN-BOM-LED-BRI-1-UND-FCFB,"Bombillo Led Brillaluz 18W, 1 X 1","Bombillo Led Brillaluz 18W, 1 X 1",1.00,UND,537,10,10,"25500,00",2550.00,COP,343,6935787500365,29000
712,GEN-BOM-LED-BRI-1-UND-D587,"Bombillo Led Brillaluz 9W, 1 X 1","Bombillo Led Brillaluz 9W, 1 X 1",1.00,UND,538,10,10,"14000,00",1400.00,COP,344,6935787500334,18000
713,GEN-BOM-LED-BRI-1-UND-E0AC,"Bombillo Led Brillaluz 12W, 1 X 1","Bombillo Led Brillaluz 12W, 1 X 1",1.00,UND,539,10,10,"17000,00",1700.00,COP,345,6935787500341,20000
714,MIR-GAT-GAT-15-KG-A5C9,"Gatarina Mirringo Gatos Adultos Original, 1 X 15 kg","Gatarina Mirringo Gatos Adultos Original, 1 X 15 kg",15.00,KG,540,1,1,"123000,00",1.00,COP,346,7703090627739,126000
715,MIR-GAT-GAT-8-KG-9E6F,"Gatarina Mirringo Gatos Adultos Original, 1 X 8 kg","Gatarina Mirringo Gatos Adultos Original, 1 X 8 kg",8.00,KG,541,1,1,"72000,00",1.00,COP,347,7703090785064,75000
716,GEN-PER-RIN-PRO-1-KG-DF21,"Perrarina Ringo +Pro Digestion Avanzada Cachorros, 1 kg","Perrarina Ringo +Pro Digestion Avanzada Cachorros, 1 kg",1.00,KG,,20,20,"152000,00",,COP,348,7703090842675,156000
717,GEN-PER-RIN-ORI-1-KG-A6BF,"Perrarina Ringo Original Cachorros, 1 kg","Perrarina Ringo Original Cachorros, 1 kg",1.00,KG,,20,20,"122000,00",,COP,349,7703090094357,126000
718,GEN-PER-RIN-PRO-30-KG-920C,"Perrarina Ringo +Pro Digestion Avanzada Adultos, 30 kg","Perrarina Ringo +Pro Digestion Avanzada Adultos, 30 kg",30.00,KG,544,1,1,"168000,00",168000.00,COP,350,7703090537366,171000
719,GEN-PER-FIL-ADU-30-KG-7F97,"Perrarina Filpo Adulto, 30 kg ","Perrarina Filpo Adulto, 30 kg ",30.00,KG,545,1,1,"111000,00",1.00,COP,351,7703090914068,115000
